site,location,group,square,canopy,nets,plots,species,girth
S19,L1,G2,14,69%,1 Net,,Atalantia sp.,2
S18,L1,G2,12,55%,,,Atalantia sp.,0.5
S18,L1,G2,12,55%,,,Atalantia sp.,3.3
S18,L1,G2,12,55%,,,Atalantia sp.,1.1
S18,L1,G2,12,55%,,,Atalantia sp.,0.7
S18,L1,G2,13,57%,,,Atalantia sp.,1.5
S18,L1,G2,13,57%,,,Atalantia sp.,1.2
S12,L2,G3,10,70%,,,Atalantia sp.,16
S2,L1,G2,10,75%,,,Atalantia sp.,2
S5,L2,G2,3,68%,,,Atalantia sp.,1.6
S5,L2,G2,12,78%,,,Atalantia sp.,6
S5,L2,G2,13,75%,,,Atalantia sp.,17
S5,L2,G2,7,80%,,,Beilschmiedia sp.,6.5
S5,L2,G2,7,80%,,,Beilschmiedia sp.,5
S5,L2,G2,7,80%,,,Beilschmiedia sp.,4.5
S5,L2,G2,7,80%,,,Beilschmiedia sp.,5.3
S5,L2,G2,7,80%,,,Beilschmiedia sp.,7
S5,L2,G2,14,70%,,,Beilschmiedia sp.,4
S5,L2,G2,14,70%,,,Beilschmiedia sp.,4
S13,L1,G2,3,30%,1 Net,0.5 plot,Blachia umbellata,9
S13,L1,G2,3,30%,1 Net,0.5 plot,Blachia umbellata,6
S13,L1,G2,11,50%,,,Blachia umbellata,4
S13,L1,G2,13,50%,,,Blachia umbellata,0.5
S19,L1,G2,10,65%,,1 Plot,Blachia umbellata,0.6
S19,L1,G2,13,70%,,,Blachia umbellata,1.2
S18,L1,G2,5,55%,,0.5 Plot,Blachia umbellata,3.5
S18,L1,G2,5,55%,,0.5 Plot,Blachia umbellata,2.5
S18,L1,G2,5,55%,,0.5 Plot,Blachia umbellata,6
S18,L1,G2,5,55%,,0.5 Plot,Blachia umbellata,5
S18,L1,G2,5,55%,,0.5 Plot,Blachia umbellata,4.5
S18,L1,G2,5,55%,,0.5 Plot,Blachia umbellata,5
S18,L1,G2,6,55%,1 Net,4 Plots,Blachia umbellata,7
S18,L1,G2,7,60%,,,Blachia umbellata,40
S18,L1,G2,7,60%,,,Blachia umbellata,1.3
S18,L1,G2,7,60%,,,Blachia umbellata,2
S18,L1,G2,7,60%,,,Blachia umbellata,9
S18,L1,G2,8,55%,,,Blachia umbellata,1.5
S18,L1,G2,11,55%,1 Net,,Blachia umbellata,1.1
S18,L1,G2,12,55%,,,Blachia umbellata,5.3
S18,L1,G2,12,55%,,,Blachia umbellata,2.9
S18,L1,G2,12,55%,,,Blachia umbellata,3.2
S18,L1,G2,12,55%,,,Blachia umbellata,1.1
S18,L1,G2,12,55%,,,Blachia umbellata,1.5
S18,L1,G2,12,55%,,,Blachia umbellata,6
S18,L1,G2,12,55%,,,Blachia umbellata,5
S18,L1,G2,12,55%,,,Blachia umbellata,1.3
S18,L1,G2,12,55%,,,Blachia umbellata,5.1
S18,L1,G2,13,57%,,,Blachia umbellata,0.4
S3,L1,G2,2,78%,,,Blachia umbellata,0.4
S3,L1,G2,5,65%,,,Blachia umbellata,0.5
S3,L1,G2,5,65%,,,Blachia umbellata,1.2
S3,L1,G2,5,65%,,,Blachia umbellata,1.2
S3,L1,G2,5,65%,,,Blachia umbellata,1.5
S3,L1,G2,5,65%,,,Blachia umbellata,3
S3,L1,G2,5,65%,,,Blachia umbellata,2.5
S3,L1,G2,5,65%,,,Blachia umbellata,1.2
S3,L1,G2,6,76%,,,Blachia umbellata,3
S3,L1,G2,7,70%,,,Blachia umbellata,1.2
S3,L1,G2,8,60%,,,Blachia umbellata,1.3
S3,L1,G2,9,75%,,,Blachia umbellata,4
S3,L1,G2,9,75%,,,Blachia umbellata,3
S3,L1,G2,9,75%,,,Blachia umbellata,2
S3,L1,G2,9,75%,,,Blachia umbellata,1.2
S3,L1,G2,10,70%,,,Blachia umbellata,1.5
S3,L1,G2,10,70%,,,Blachia umbellata,1.5
S3,L1,G2,14,80%,,,Blachia umbellata,3.2
S3,L1,G2,14,80%,,,Blachia umbellata,7
S3,L1,G2,15,70%,,,Blachia umbellata,2
S3,L1,G2,16,80%,,,Blachia umbellata,1.2
S3,L1,G2,16,80%,,,Blachia umbellata,0.7
S3,L1,G2,16,80%,,,Blachia umbellata,6
S3,L1,G2,16,80%,,,Blachia umbellata,7
S3,L1,G2,16,80%,,,Blachia umbellata,5
S3,L1,G2,16,80%,,,Blachia umbellata,2
S3,L1,G2,16,80%,,,Blachia umbellata,7
S5,L2,G2,1,60%,,,Blachia umbellata,4
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,6
S5,L2,G2,1,60%,,,Blachia umbellata,12
S5,L2,G2,1,60%,,,Blachia umbellata,16
S5,L2,G2,1,60%,,,Blachia umbellata,15
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,1
S5,L2,G2,1,60%,,,Blachia umbellata,1.6
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,5.5
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,3.5
S5,L2,G2,1,60%,,,Blachia umbellata,1.2
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,6.5
S5,L2,G2,1,60%,,,Blachia umbellata,8
S5,L2,G2,1,60%,,,Blachia umbellata,5.5
S5,L2,G2,1,60%,,,Blachia umbellata,6
S5,L2,G2,1,60%,,,Blachia umbellata,3
S5,L2,G2,1,60%,,,Blachia umbellata,3.5
S5,L2,G2,1,60%,,,Blachia umbellata,2
S5,L2,G2,1,60%,,,Blachia umbellata,2.5
S5,L2,G2,1,60%,,,Blachia umbellata,0.4
S5,L2,G2,1,60%,,,Blachia umbellata,1.3
S5,L2,G2,2,75%,,,Blachia umbellata,4
S5,L2,G2,2,75%,,,Blachia umbellata,5
S5,L2,G2,2,75%,,,Blachia umbellata,3.5
S5,L2,G2,2,75%,,,Blachia umbellata,5
S5,L2,G2,2,75%,,,Blachia umbellata,2.5
S5,L2,G2,2,75%,,,Blachia umbellata,8.5
S5,L2,G2,2,75%,,,Blachia umbellata,10.6
S5,L2,G2,2,75%,,,Blachia umbellata,8
S5,L2,G2,2,75%,,,Blachia umbellata,11.2
S5,L2,G2,2,75%,,,Blachia umbellata,7.6
S5,L2,G2,2,75%,,,Blachia umbellata,7.8
S5,L2,G2,2,75%,,,Blachia umbellata,5
S5,L2,G2,2,75%,,,Blachia umbellata,16
S5,L2,G2,2,75%,,,Blachia umbellata,6
S5,L2,G2,2,75%,,,Blachia umbellata,7
S5,L2,G2,2,75%,,,Blachia umbellata,3
S5,L2,G2,3,68%,,,Blachia umbellata,6.5
S5,L2,G2,3,68%,,,Blachia umbellata,5.5
S5,L2,G2,3,68%,,,Blachia umbellata,9
S5,L2,G2,3,68%,,,Blachia umbellata,4
S5,L2,G2,3,68%,,,Blachia umbellata,2
S5,L2,G2,3,68%,,,Blachia umbellata,8
S5,L2,G2,3,68%,,,Blachia umbellata,5
S5,L2,G2,3,68%,,,Blachia umbellata,13.2
S5,L2,G2,3,68%,,,Blachia umbellata,17
S5,L2,G2,3,68%,,,Blachia umbellata,10
S5,L2,G2,3,68%,,,Blachia umbellata,12
S5,L2,G2,3,68%,,,Blachia umbellata,10
S5,L2,G2,3,68%,,,Blachia umbellata,6
S5,L2,G2,3,68%,,,Blachia umbellata,5
S5,L2,G2,3,68%,,,Blachia umbellata,10
S5,L2,G2,3,68%,,,Blachia umbellata,6
S5,L2,G2,3,68%,,,Blachia umbellata,8
S5,L2,G2,3,68%,,,Blachia umbellata,10
S5,L2,G2,3,68%,,,Blachia umbellata,7
S5,L2,G2,3,68%,,,Blachia umbellata,5
S5,L2,G2,3,68%,,,Blachia umbellata,12
S5,L2,G2,3,68%,,,Blachia umbellata,4
S5,L2,G2,3,68%,,,Blachia umbellata,5
S5,L2,G2,3,68%,,,Blachia umbellata,10
S5,L2,G2,4,80%,,,Blachia umbellata,3
S5,L2,G2,4,80%,,,Blachia umbellata,3.5
S5,L2,G2,4,80%,,,Blachia umbellata,5
S5,L2,G2,4,80%,,,Blachia umbellata,8
S5,L2,G2,4,80%,,,Blachia umbellata,4
S5,L2,G2,4,80%,,,Blachia umbellata,8
S5,L2,G2,4,80%,,,Blachia umbellata,3
S5,L2,G2,4,80%,,,Blachia umbellata,10
S5,L2,G2,4,80%,,,Blachia umbellata,12.5
S5,L2,G2,4,80%,,,Blachia umbellata,9
S5,L2,G2,4,80%,,,Blachia umbellata,4
S5,L2,G2,4,80%,,,Blachia umbellata,5.6
S5,L2,G2,4,80%,,,Blachia umbellata,7.5
S5,L2,G2,4,80%,,,Blachia umbellata,8
S5,L2,G2,4,80%,,,Blachia umbellata,10
S5,L2,G2,4,80%,,,Blachia umbellata,5
S5,L2,G2,4,80%,,,Blachia umbellata,8.5
S5,L2,G2,4,80%,,,Blachia umbellata,9
S5,L2,G2,4,80%,,,Blachia umbellata,9
S5,L2,G2,4,80%,,,Blachia umbellata,6.5
S5,L2,G2,4,80%,,,Blachia umbellata,5
S5,L2,G2,4,80%,,,Blachia umbellata,13
S5,L2,G2,4,80%,,,Blachia umbellata,8
S5,L2,G2,4,80%,,,Blachia umbellata,9
S5,L2,G2,4,80%,,,Blachia umbellata,6
S5,L2,G2,4,80%,,,Blachia umbellata,7
S5,L2,G2,4,80%,,,Blachia umbellata,9
S5,L2,G2,4,80%,,,Blachia umbellata,11
S5,L2,G2,4,80%,,,Blachia umbellata,5
S5,L2,G2,4,80%,,,Blachia umbellata,9
S5,L2,G2,4,80%,,,Blachia umbellata,13
S5,L2,G2,4,80%,,,Blachia umbellata,12
S5,L2,G2,4,80%,,,Blachia umbellata,8
S5,L2,G2,4,80%,,,Blachia umbellata,10
S5,L2,G2,6,76%,,,Blachia umbellata,4
S5,L2,G2,6,76%,,,Blachia umbellata,0.5
S5,L2,G2,6,76%,,,Blachia umbellata,5
S5,L2,G2,6,76%,,,Blachia umbellata,7
S5,L2,G2,6,76%,,,Blachia umbellata,8
S5,L2,G2,6,76%,,,Blachia umbellata,5
S5,L2,G2,6,76%,,,Blachia umbellata,5.5
S5,L2,G2,6,76%,,,Blachia umbellata,0.5
S5,L2,G2,6,76%,,,Blachia umbellata,6.5
S5,L2,G2,6,76%,,,Blachia umbellata,5
S5,L2,G2,6,76%,,,Blachia umbellata,3
S5,L2,G2,6,76%,,,Blachia umbellata,7
S5,L2,G2,7,80%,,,Blachia umbellata,10
S5,L2,G2,7,80%,,,Blachia umbellata,11.3
S5,L2,G2,7,80%,,,Blachia umbellata,8
S5,L2,G2,7,80%,,,Blachia umbellata,4.5
S5,L2,G2,7,80%,,,Blachia umbellata,3
S5,L2,G2,7,80%,,,Blachia umbellata,5
S5,L2,G2,7,80%,,,Blachia umbellata,7
S5,L2,G2,7,80%,,,Blachia umbellata,4
S5,L2,G2,8,75%,,,Blachia umbellata,3.5
S5,L2,G2,8,75%,,,Blachia umbellata,2
S5,L2,G2,8,75%,,,Blachia umbellata,16
S5,L2,G2,8,75%,,,Blachia umbellata,4.5
S5,L2,G2,8,75%,,,Blachia umbellata,3
S5,L2,G2,8,75%,,,Blachia umbellata,7
S5,L2,G2,8,75%,,,Blachia umbellata,5
S5,L2,G2,9,80%,,,Blachia umbellata,7.5
S5,L2,G2,9,80%,,,Blachia umbellata,4
S5,L2,G2,9,80%,,,Blachia umbellata,4.3
S5,L2,G2,9,80%,,,Blachia umbellata,5.2
S5,L2,G2,9,80%,,,Blachia umbellata,9
S5,L2,G2,9,80%,,,Blachia umbellata,7
S5,L2,G2,9,80%,,,Blachia umbellata,4.5
S5,L2,G2,9,80%,,,Blachia umbellata,7.5
S5,L2,G2,9,80%,,,Blachia umbellata,12.3
S5,L2,G2,9,80%,,,Blachia umbellata,3
S5,L2,G2,9,80%,,,Blachia umbellata,7
S5,L2,G2,9,80%,,,Blachia umbellata,8
S5,L2,G2,9,80%,,,Blachia umbellata,7.2
S5,L2,G2,9,80%,,,Blachia umbellata,5
S5,L2,G2,10,69%,,,Blachia umbellata,4.5
S5,L2,G2,10,69%,,,Blachia umbellata,9.3
S5,L2,G2,10,69%,,,Blachia umbellata,7
S5,L2,G2,10,69%,,,Blachia umbellata,3.2
S5,L2,G2,10,69%,,,Blachia umbellata,4.3
S5,L2,G2,10,69%,,,Blachia umbellata,15
S5,L2,G2,10,69%,,,Blachia umbellata,5
S5,L2,G2,10,69%,,,Blachia umbellata,7.2
S5,L2,G2,10,69%,,,Blachia umbellata,5.3
S5,L2,G2,10,69%,,,Blachia umbellata,4.3
S5,L2,G2,10,69%,,,Blachia umbellata,5
S5,L2,G2,10,69%,,,Blachia umbellata,3
S5,L2,G2,10,69%,,,Blachia umbellata,1.5
S5,L2,G2,10,69%,,,Blachia umbellata,7
S5,L2,G2,10,69%,,,Blachia umbellata,5.5
S5,L2,G2,10,69%,,,Blachia umbellata,2.5
S5,L2,G2,10,69%,,,Blachia umbellata,2.5
S5,L2,G2,10,69%,,,Blachia umbellata,2.5
S5,L2,G2,10,69%,,,Blachia umbellata,8
S5,L2,G2,10,69%,,,Blachia umbellata,11
S5,L2,G2,10,69%,,,Blachia umbellata,3
S5,L2,G2,10,69%,,,Blachia umbellata,5
S5,L2,G2,10,69%,,,Blachia umbellata,5
S5,L2,G2,11,76%,,,Blachia umbellata,0.5
S5,L2,G2,11,76%,,,Blachia umbellata,1
S5,L2,G2,11,76%,,,Blachia umbellata,14
S5,L2,G2,11,76%,,,Blachia umbellata,7
S5,L2,G2,11,76%,,,Blachia umbellata,8
S5,L2,G2,11,76%,,,Blachia umbellata,6
S5,L2,G2,11,76%,,,Blachia umbellata,3.5
S5,L2,G2,11,76%,,,Blachia umbellata,8
S5,L2,G2,11,76%,,,Blachia umbellata,9
S5,L2,G2,11,76%,,,Blachia umbellata,11
S5,L2,G2,11,76%,,,Blachia umbellata,3
S5,L2,G2,11,76%,,,Blachia umbellata,6
S5,L2,G2,11,76%,,,Blachia umbellata,6
S5,L2,G2,11,76%,,,Blachia umbellata,9
S5,L2,G2,12,78%,,,Blachia umbellata,8
S5,L2,G2,12,78%,,,Blachia umbellata,1.5
S5,L2,G2,12,78%,,,Blachia umbellata,2
S5,L2,G2,12,78%,,,Blachia umbellata,8
S5,L2,G2,12,78%,,,Blachia umbellata,7
S5,L2,G2,12,78%,,,Blachia umbellata,5
S5,L2,G2,12,78%,,,Blachia umbellata,5
S5,L2,G2,12,78%,,,Blachia umbellata,5
S5,L2,G2,12,78%,,,Blachia umbellata,7
S5,L2,G2,12,78%,,,Blachia umbellata,7
S5,L2,G2,12,78%,,,Blachia umbellata,5
S5,L2,G2,12,78%,,,Blachia umbellata,7
S5,L2,G2,12,78%,,,Blachia umbellata,9
S5,L2,G2,12,78%,,,Blachia umbellata,3.5
S5,L2,G2,12,78%,,,Blachia umbellata,4
S5,L2,G2,12,78%,,,Blachia umbellata,2.5
S5,L2,G2,12,78%,,,Blachia umbellata,2.5
S5,L2,G2,12,78%,,,Blachia umbellata,4.5
S5,L2,G2,12,78%,,,Blachia umbellata,5
S5,L2,G2,12,78%,,,Blachia umbellata,6.1
S5,L2,G2,12,78%,,,Blachia umbellata,6.9
S5,L2,G2,13,75%,,,Blachia umbellata,13
S5,L2,G2,13,75%,,,Blachia umbellata,11
S5,L2,G2,13,75%,,,Blachia umbellata,10
S5,L2,G2,13,75%,,,Blachia umbellata,7
S5,L2,G2,13,75%,,,Blachia umbellata,13
S5,L2,G2,13,75%,,,Blachia umbellata,14
S5,L2,G2,13,75%,,,Blachia umbellata,14
S5,L2,G2,13,75%,,,Blachia umbellata,9
S5,L2,G2,13,75%,,,Blachia umbellata,13
S5,L2,G2,13,75%,,,Blachia umbellata,11
S5,L2,G2,13,75%,,,Blachia umbellata,11
S5,L2,G2,13,75%,,,Blachia umbellata,14
S5,L2,G2,13,75%,,,Blachia umbellata,9.2
S5,L2,G2,13,75%,,,Blachia umbellata,1.5
S5,L2,G2,13,75%,,,Blachia umbellata,3
S5,L2,G2,13,75%,,,Blachia umbellata,2.7
S5,L2,G2,13,75%,,,Blachia umbellata,4
S5,L2,G2,13,75%,,,Blachia umbellata,2.5
S5,L2,G2,13,75%,,,Blachia umbellata,2.5
S5,L2,G2,13,75%,,,Blachia umbellata,9
S5,L2,G2,13,75%,,,Blachia umbellata,11
S5,L2,G2,13,75%,,,Blachia umbellata,11
S5,L2,G2,13,75%,,,Blachia umbellata,8
S5,L2,G2,14,70%,,,Blachia umbellata,16
S5,L2,G2,14,70%,,,Blachia umbellata,16
S5,L2,G2,14,70%,,,Blachia umbellata,11
S5,L2,G2,14,70%,,,Blachia umbellata,7
S5,L2,G2,14,70%,,,Blachia umbellata,4
S5,L2,G2,14,70%,,,Blachia umbellata,4.7
S5,L2,G2,14,70%,,,Blachia umbellata,3
S5,L2,G2,14,70%,,,Blachia umbellata,8
S5,L2,G2,14,70%,,,Blachia umbellata,8.7
S5,L2,G2,14,70%,,,Blachia umbellata,2
S5,L2,G2,14,70%,,,Blachia umbellata,2
S5,L2,G2,14,70%,,,Blachia umbellata,7
S5,L2,G2,14,70%,,,Blachia umbellata,8
S5,L2,G2,14,70%,,,Blachia umbellata,9
S5,L2,G2,14,70%,,,Blachia umbellata,3
S5,L2,G2,14,70%,,,Blachia umbellata,8
S5,L2,G2,14,70%,,,Blachia umbellata,1.2
S5,L2,G2,14,70%,,,Blachia umbellata,1.2
S5,L2,G2,14,70%,,,Blachia umbellata,1.3
S5,L2,G2,14,70%,,,Blachia umbellata,1.3
S5,L2,G2,14,70%,,,Blachia umbellata,1.3
S5,L2,G2,15,67%,,,Blachia umbellata,7
S5,L2,G2,15,67%,,,Blachia umbellata,3.3
S5,L2,G2,15,67%,,,Blachia umbellata,8
S5,L2,G2,15,67%,,,Blachia umbellata,9.1
S5,L2,G2,15,67%,,,Blachia umbellata,7.7
S5,L2,G2,15,67%,,,Blachia umbellata,13
S5,L2,G2,15,67%,,,Blachia umbellata,16
S5,L2,G2,15,67%,,,Blachia umbellata,14.5
S5,L2,G2,15,67%,,,Blachia umbellata,14.5
S5,L2,G2,15,67%,,,Blachia umbellata,15
S5,L2,G2,15,67%,,,Blachia umbellata,3
S5,L2,G2,15,67%,,,Blachia umbellata,2.7
S5,L2,G2,15,67%,,,Blachia umbellata,1.8
S5,L2,G2,15,67%,,,Blachia umbellata,1.9
S5,L2,G2,15,67%,,,Blachia umbellata,7
S5,L2,G2,15,67%,,,Blachia umbellata,8
S5,L2,G2,15,67%,,,Blachia umbellata,8.7
S5,L2,G2,16,75%,,,Blachia umbellata,4
S5,L2,G2,16,75%,,,Blachia umbellata,3.5
S5,L2,G2,16,75%,,,Blachia umbellata,2
S5,L2,G2,16,75%,,,Blachia umbellata,7
S5,L2,G2,16,75%,,,Blachia umbellata,5
S5,L2,G2,16,75%,,,Blachia umbellata,4
S5,L2,G2,16,75%,,,Blachia umbellata,9.5
S5,L2,G2,16,75%,,,Blachia umbellata,5
S5,L2,G2,16,75%,,,Blachia umbellata,3
S5,L2,G2,16,75%,,,Blachia umbellata,8
S5,L2,G2,16,75%,,,Blachia umbellata,8
S5,L2,G2,16,75%,,,Blachia umbellata,6.5
S5,L2,G2,16,75%,,,Blachia umbellata,12.3
S5,L2,G2,16,75%,,,Blachia umbellata,4
S5,L2,G2,16,75%,,,Blachia umbellata,5
S13,L1,G2,7,40%,,,Breynia retusa,0.3
S13,L1,G2,8,55%,,,Breynia retusa,2
S8,L1,G2,1,70%,,,Breynia retusa,0.4
S8,L1,G2,5,65%,,,Breynia retusa,1.2
S8,L1,G2,5,65%,,,Breynia retusa,0.6
S8,L1,G2,12,80%,,,Breynia retusa,1.2
S8,L1,G2,13,85%,,,Breynia retusa,1.2
S19,L1,G2,8,50%,,,Callicarpa tomentosa,14
S18,L1,G2,3,40%,,,Callicarpa tomentosa,4.5
S8,L1,G2,12,80%,,,Callicarpa tomentosa,19
S8,L1,G2,16,75%,,,Callicarpa tomentosa,8
S18,L1,G2,6,55%,1 Net,4 Plots,Calophyllum lanceolatum,19
S18,L1,G2,8,55%,,,Calophyllum lanceolatum,10
S18,L1,G2,8,55%,,,Calophyllum lanceolatum,7
S12,L2,G3,1,75%,1 Net,,Calophyllum lanceolatum,8
S12,L2,G3,2,75%,,,Calophyllum lanceolatum,127
S12,L2,G3,7,70%,,,Calophyllum lanceolatum,6
S12,L2,G3,9,75%,,,Calophyllum lanceolatum,67
S12,L2,G3,12,78%,1 Net,,Calophyllum lanceolatum,6
S12,L2,G3,14,75%,,,Calophyllum lanceolatum,7
S13,L1,G2,7,40%,,,Canthium dicoccum,7
S13,L1,G2,10,30%,,,Canthium dicoccum,6
S18,L1,G2,6,55%,1 Net,4 Plots,Canthium dicoccum,1.2
S12,L2,G3,1,75%,1 Net,,Canthium dicoccum,3
S12,L2,G3,2,75%,,,Canthium dicoccum,8
S12,L2,G3,2,75%,,,Canthium dicoccum,7
S12,L2,G3,6,70%,,,Canthium dicoccum,3
S12,L2,G3,11,85%,,,Canthium dicoccum,3
S12,L2,G3,14,75%,,,Canthium dicoccum,6
S2,L1,G2,1,80%,,,Canthium dicoccum,0.6
S2,L1,G2,3,85%,,,Canthium dicoccum,15
S13,L1,G2,2,45%,,1 plot,Caryota urens,0.5
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,1.2
S13,L1,G2,11,50%,,,Caryota urens,0.3
S19,L1,G2,6,70%,,,Caryota urens,0.4
S19,L1,G2,6,70%,,,Caryota urens,0.4
S18,L1,G2,1,55%,,,Caryota urens,0.4
S18,L1,G2,1,55%,,,Caryota urens,0.4
S18,L1,G2,1,55%,,,Caryota urens,0.4
S18,L1,G2,1,55%,,,Caryota urens,0.4
S18,L1,G2,1,55%,,,Caryota urens,3
S18,L1,G2,1,55%,,,Caryota urens,0.4
S18,L1,G2,2,55%,,,Caryota urens,0.4
S18,L1,G2,2,55%,,,Caryota urens,3
S18,L1,G2,2,55%,,,Caryota urens,3.5
S18,L1,G2,2,55%,,,Caryota urens,0.4
S18,L1,G2,2,55%,,,Caryota urens,0.3
S18,L1,G2,2,55%,,,Caryota urens,0.4
S18,L1,G2,2,55%,,,Caryota urens,0.4
S18,L1,G2,3,40%,,,Caryota urens,0.5
S18,L1,G2,3,40%,,,Caryota urens,0.4
S18,L1,G2,3,40%,,,Caryota urens,0.4
S18,L1,G2,3,40%,,,Caryota urens,0.4
S18,L1,G2,4,70%,,,Caryota urens,0.4
S18,L1,G2,4,70%,,,Caryota urens,0.4
S18,L1,G2,4,70%,,,Caryota urens,0.4
S18,L1,G2,7,60%,,,Caryota urens,0.4
S18,L1,G2,8,55%,,,Caryota urens,0.4
S18,L1,G2,9,60%,,,Caryota urens,0.4
S18,L1,G2,11,55%,1 Net,,Caryota urens,0.4
S18,L1,G2,12,55%,,,Caryota urens,0.3
S18,L1,G2,12,55%,,,Caryota urens,0.3
S18,L1,G2,13,57%,,,Caryota urens,0.4
S18,L1,G2,15,60%,,,Caryota urens,0.4
S18,L1,G2,15,60%,,,Caryota urens,0.4
S12,L2,G3,9,75%,,,Caryota urens,0.4
S12,L2,G3,13,70%,,,Caryota urens,0.5
S12,L2,G3,15,80%,,,Caryota urens,0.2
S12,L2,G3,15,80%,,,Caryota urens,0.5
S12,L2,G3,15,80%,,,Caryota urens,2.9
S12,L2,G3,16,78%,,,Caryota urens,0.5
S3,L1,G2,7,70%,,,Caryota urens,0.6
S19,L1,G2,5,65%,,,Casearia ovata,0.4
S19,L1,G2,15,75%,,,Casearia ovata,2
S18,L1,G2,2,55%,,,Casearia ovata,2
S18,L1,G2,13,57%,,,Casearia ovata,1.2
S12,L2,G3,4,75%,,,Casearia ovata,1.1
S13,L1,G2,8,55%,,,Casearia wynadensis,3
S13,L1,G2,14,40%,,,Casearia wynadensis,0.4
S13,L1,G2,16,50%,,,Casearia wynadensis,1.5
S19,L1,G2,2,75%,1 Net,2 Plots,Casearia wynadensis,1.2
S19,L1,G2,5,65%,,,Casearia wynadensis,10
S19,L1,G2,6,70%,,,Casearia wynadensis,6
S19,L1,G2,6,70%,,,Casearia wynadensis,0.6
S18,L1,G2,10,65%,,,Casearia wynadensis,1
S18,L1,G2,14,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,15,60%,,,Casearia wynadensis,0.4
S18,L1,G2,16,65%,,,Casearia wynadensis,0.4
S18,L1,G2,16,65%,,,Casearia wynadensis,0.4
S12,L2,G3,1,75%,1 Net,,Casearia wynadensis,8
S12,L2,G3,3,70%,,,Casearia wynadensis,5
S12,L2,G3,5,77%,,,Casearia wynadensis,2
S12,L2,G3,5,77%,,,Casearia wynadensis,2
S12,L2,G3,6,70%,,,Casearia wynadensis,7
S12,L2,G3,8,80%,,,Casearia wynadensis,3
S12,L2,G3,8,80%,,,Casearia wynadensis,1.1
S12,L2,G3,9,75%,,,Casearia wynadensis,5
